Mason Jar Candles - Sunflowers - 16oz,C060-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C060.jpg,
Mason Jar Candles - Sunflowers - 4oz,C060-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C060.jpg,
Mason Jar Candles - Sunflowers - 8oz,C060-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C060.jpg,
Mason Jar Candles - Tropical Punch - 16oz,C072-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C072.jpg,
Mason Jar Candles - Tropical Punch - 4oz,C072-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C072.jpg,
Mason Jar Candles - Tropical Punch - 8oz,C072-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C072.jpg,
Paint Can Candles - Mistletoe Sled - 1/2 Pint,PC005-2,Paint Can Candles - Half Pint|||||||||,"A fresh spin on your favorite candle, our paint can candles are available in 3 sizes: 1/4 pint (4 oz), 1/2 pint (8 oz) and pint size (16 oz). ",,,,1,,1,7.50,,0.00,,0.00,1,PC005.jpg,
Paint Can Candles - Mistletoe Sled - 1/4 Pint,PC005-4,Paint Can Candles - Quarter Pint|||||||||,"A fresh spin on your favorite candle, our paint can candles are available in 3 sizes: 1/4 pint (4 oz), 1/2 pint (8 oz) and pint size (16 oz). ",,,,1,,1,4.50,,0.00,,0.00,1,PC005.jpg,
Paint Can Candles - Mistletoe Sled - Pint,PC005,Paint Can Candles - Pint|||||||||,"A fresh spin on your favorite candle, our paint can candles are available in 3 sizes: 1/4 pint (4 oz), 1/2 pint (8 oz) and pint size (16 oz). ",,,,1,,1,10.25,,0.00,,0.00,1,PC005.jpg,
Paint Can Candles - Tropical Punch - 1/2 Pint,PC027-2,Paint Can Candles - Half Pint|||||||||,"A fresh spin on your favorite candle, our paint can candles are available in 3 sizes: 1/4 pint (4 oz), 1/2 pint (8 oz) and pint size (16 oz). ",,,,1,,1,7.50,,0.00,,0.00,1,PC027.jpg,
Paint Can Candles - Tropical Punch - 1/4 Pint,PC027-4,Paint Can Candles - Quarter Pint|||||||||,"A fresh spin on your favorite candle, our paint can candles are available in 3 sizes: 1/4 pint (4 oz), 1/2 pint (8 oz) and pint size (16 oz). ",,,,1,,1,4.50,,0.00,,0.00,1,PC027.jpg,
Paint Can Candles - Tropical Punch - Pint,PC027,Paint Can Candles - Pint|||||||||,"A fresh spin on your favorite candle, our paint can candles are available in 3 sizes: 1/4 pint (4 oz), 1/2 pint (8 oz) and pint size (16 oz). ",,,,1,,1,10.25,,0.00,,0.00,1,PC027.jpg,
Coconut Lime Air Fresheners,AF001,Air Fresheners|||||||||,Take our signature scent with you on the go!,,,12,1,,1,19.80,,0.00,,0.00,1,AF001.jpg,
Mason Jar Candles -  Northern Woods - 16oz,C058-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C058.jpg,
Mason Jar Candles - Apple Strudel - 16oz,C031-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C031.jpg,
Mason Jar Candles - Apple Strudel - 6oz,C031-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is Large,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C031.jpg,
Mason Jar Candles - Apple Strudel - 8oz,C031-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is Large,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C031.jpg,
Mason Jar Candles - Avocado & Lime - 16oz,C061-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C061.jpg,
Mason Jar Candles - Avocado & Lime - 4oz,C061-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 16oz,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C061.jpg,
Mason Jar Candles - Avocado & Lime - 8oz,C061-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 16oz,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C061.jpg,
Mason Jar Candles - Beach Bum - 16oz,C003-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 8oz,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C003.jpg,
Mason Jar Candles - Beach Bum - 4oz,C003-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 8oz,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C003.jpg,
Mason Jar Candles - Beach Bum - 8oz,C003-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C003.jpg,
Mason Jar Candles - Beach Daisies - 16oz,C004-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C004.jpg,
Mason Jar Candles - Beach Daisies - 4oz,C004-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 16oz,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C004.jpg,
Mason Jar Candles - Beach Daisies - 8oz,C004-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 16oz,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C004.jpg,
Mason Jar Candles - Bergamont Tea - 16oz,C068-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C068.jpg,
Mason Jar Candles - Bergamont Tea - 4oz,C068-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C068.jpg,
Mason Jar Candles - Bergamont Tea - 8oz,C068-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C068.jpg,
Mason Jar Candles - Birthday Cake - 16oz,C005-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 8oz,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C005.jpg,
Mason Jar Candles - Birthday Cake - 4oz,C005-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 8oz,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C005.jpg,
Mason Jar Candles - Birthday Cake - 8oz,C005-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C005.jpg,
Mason Jar Candles - Blue Spruce - 16oz,C029-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 8oz,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C029.jpg,
Mason Jar Candles - Blue Spruce - 4oz,C029-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 8oz,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C029.jpg,
Mason Jar Candles - Blue Spruce - 8oz,C029-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C029.jpg,
Mason Jar Candles - Brown Sugar & Fig - 16oz,C056-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 8oz,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C056.jpg,
Mason Jar Candles - Brown Sugar & Fig - 4oz,C056-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 8oz,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C056.jpg,
Mason Jar Candles - Brown Sugar & Fig - 8oz,C056-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C056.jpg,
Mason Jar Candles - Cinnamon Twist - 16oz,C037-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C037.jpg,
Mason Jar Candles - Cinnamon Twist - 4oz,C037-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 16oz,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C037.jpg,
Mason Jar Candles - Cinnamon Twist - 8oz,C037-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 16oz,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C037.jpg,
Mason Jar Candles - Citrus Splash - 16oz,C049-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C049.jpg,
Mason Jar Candles - Citrus Splash - 4oz,C049-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 16oz,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C049.jpg,
Mason Jar Candles - Citrus Splash - 8oz,C049-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 16oz,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C049.jpg,
Mason Jar Candles - Cloves - 16oz,C066-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 8oz,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C066.jpg,
Mason Jar Candles - Cloves - 4oz,C066-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 8oz,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C066.jpg,
Mason Jar Candles - Cloves - 8oz,C066-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C066.jpg,
Mason Jar Candles - Coconut Lime - 16oz,C008-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C008.jpg,
Mason Jar Candles - Coconut Lime - 4oz,C008-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 16oz,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C008.jpg,
Mason Jar Candles - Coconut Lime - 8oz,C008-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 16oz,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C008.jpg,
Mason Jar Candles - Crackling Firewood - 16oz,C041-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 8oz,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C041.jpg,
Mason Jar Candles - Crackling Firewood - 4oz,C041-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 8oz,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C041.jpg,
Mason Jar Candles - Crackling Firewood - 8oz,C041-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C041.jpg,
Mason Jar Candles - Cranberry Apple - 16oz,C065-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C065.jpg,
Mason Jar Candles - Cranberry Apple - 4oz,C065-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 16oz,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C065.jpg,
Mason Jar Candles - Cranberry Apple - 8oz,C065-8,Mason Jar Candle - 8oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 16oz,,,1,50-40 hour burn time,1,7.50,,0.00,,0.00,1,C065.jpg,
Mason Jar Candles - Cucumber Citrus - 16oz,C064-16,Mason Jar Candle - 16oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,,,,1,80 hour burn time,1,10.25,,0.00,,0.00,1,C064.jpg,
Mason Jar Candles - Cucumber Citrus - 4oz,C064-4,Mason Jar Candle - 4oz|||||||||,Surf's Up Candles are created with our highest quality 100% natural soy wax. They are carefully hand wicked and hand poured in small batches using one-of-a-kind fragrance oils inspired by life at the Jersey Shore.,Image is 16oz & 8oz,,,1,20-25 hour burn time,1,4.50,,0.00,,0.00,1,C064.jpg,
